Value,Step,PolicyObjLoss,PolicyTemplateLoss,Valid,Advantage,ObjectEntropy,ValueLoss,TotalStepsPerEpisode,StepsPerSecond,TemplateEntropy,PolicyLoss,ObjectLoss,Loss,TemplateLoss,EntropyLoss,EpisodeScore,UnclippedGradNorm,ClippedGradNorm
0.10976889729499817,8,0.0,-0.27849418856203556,0.5,-0.06405839323997498,0.1966129131615162,0.03699570149183273,4.5,0.2974152427329271,0.16648711264133453,-0.18106752634048462,1.8095327615737915,27.608606338500977,1.488324522972107,-0.010892871767282486,,,
-0.061635554768145084,16,0.002159706549718976,0.15634508524090052,0.25,0.03527882695198059,0.1958794090896845,0.014619819819927216,10.625,0.38289048825445715,0.1663876175880432,0.10444730520248413,1.937279224395752,25.70914077758789,1.411772608757019,-0.010869721882045269,0.0,73.14068829268217,73.14068829268217
0.04905968066304922,24,-0.01807767787249759,-0.11723985616117714,0.375,-0.025779392570257187,0.19176286458969116,0.006328018382191658,15.65625,0.43131817960140223,0.165126109495759,-0.07444924861192703,2.147839307785034,24.937530517578125,1.2740284204483032,-0.010716100223362446,0.0,51.17299451437828,51.17299451437828
-0.009591779380571097,32,0.0031916180287225875,0.017150133498944346,0.5,0.006994280964136124,0.18233344331383708,0.002299252199009061,20.015625,0.4684959860869346,0.15729173831641677,0.02164609730243683,1.602250099182129,22.53235626220703,0.9917117357254028,-0.010136180557310581,0.0,45.44308712271025,45.44308712271025
-0.04201394785195589,40,0.007432559737935662,0.07329326728358865,0.0,0.006779804825782776,0.1709896232932806,0.0028846829663962126,23.21875,0.5007501111436334,0.11944421939551832,0.02844231016933918,1.920454502105713,22.066347122192383,0.7545851469039917,-0.008708358742296696,0.0,36.12159503982913,36.12159503982913
0.013458432396873832,48,-0.002199693945613035,-0.013822076725773513,0.25,-0.006346274167299271,0.16446994803845882,0.0006215281900949776,27.421875,0.531129667978505,0.07409939542412758,-0.0069940537214279175,2.713003396987915,24.979583740234375,0.5784520506858826,-0.007141032721847296,0.0,50.77863758382155,50.77863758382155
0.023823681054636836,56,-0.005003587437386159,-0.02335636457428336,0.5,-0.012270016595721245,0.1634853519499302,0.0019941579084843397,29.625,0.5530326288346499,0.06384777650237085,-0.01254621334373951,2.484405994415283,23.582231521606445,0.5453197956085205,-0.006809946149587631,0.0,50.185411616976964,50.185411616976964
-0.04369415808469057,64,0.0033596503199078143,0.04101477190852165,0.5,0.02140466496348381,0.15977510251104832,0.004991787485778332,35.0390625,0.5724033014241238,0.06414150632917881,0.028491435572504997,1.5484614372253418,19.32276725769043,0.46936213970184326,-0.006713324226438999,0.0,70.68858944097306,70.68858944097306
0.006053806864656507,72,-0.0016672366837156005,-0.00555904200882651,0.625,-0.005049418658018112,0.1500148642808199,0.0003023632743861526,41.125,0.5940132284055001,0.058439317625015974,-0.009885746985673904,1.9439620971679688,17.983348846435547,0.6048886775970459,-0.006235020700842142,,73.78972430989414,73.78972430989414
0.029359162552282214,80,-0.007189950527390466,-0.02639679075218737,1.0,-0.01528547890484333,0.12981265597045422,0.0018901516450569034,46.9921875,0.6089940412241152,0.05938739655539394,-0.015004144050180912,1.7231063842773438,18.136213302612305,0.870324432849884,-0.005686504766345024,0.0,71.81801452250613,71.81801452250613
