ObjectEntropy,PolicyLoss,TotalStepsPerEpisode,PolicyObjLoss,Valid,Step,StepsPerSecond,TemplateEntropy,EntropyLoss,ObjectLoss,Value,Advantage,PolicyTemplateLoss,TemplateLoss,ValueLoss,Loss,UnclippedGradNorm,ClippedGradNorm,EpisodeScore
0.015454725595191121,0.5924111604690552,4.5,0.7105932794511318,0.7499999999999999,8,0.20555291407813195,0.16658275574445724,-0.005461165681481361,0.1354336142539978,-0.10798645857721567,0.05519065260887146,0.41306233033537865,1.548475742340088,0.6545764803886414,27.793439865112305,,,
0.015451217419467868,-0.8623383641242981,12.5,-0.7556904405355453,0.875,16,0.329714109052417,0.16614074818789962,-0.005448554642498493,0.12383078038692474,0.18957652151584625,-0.09436613321304321,-0.2462258841842413,1.3502875566482544,1.0804327726364136,14.070858001708984,85.19518943643197,85.19518943643197,
0.015444639720954001,-0.4092302918434143,20.5,-0.5017596669495106,0.75,24,0.4174514955367453,0.16448668763041496,-0.005398447159677744,0.18083824217319489,0.07289746217429638,-0.04797421395778656,-0.15553888957947493,1.336362361907959,0.02030501887202263,12.301310539245605,68.85795328387968,68.85795328387968,
0.015434101456776261,0.7935007810592651,28.5,0.5232749879360199,0.875,32,0.47803950763162995,0.15894868224859238,-0.005244854837656021,0.1564858853816986,-0.03795585781335831,0.021849345415830612,0.4234361667186022,1.070641279220581,2.340580940246582,25.16193389892578,42.771394054353095,42.771394054353095,
0.015417554415762423,-0.021317286416888237,36.5,0.3879333423101343,0.5,40,0.521096981214132,0.14310725033283234,-0.00482179643586278,0.26141980290412903,0.00970136298565194,-0.003287389874458313,0.28654493176145485,0.9432778358459473,0.0012461993610486388,24.629180908203125,102.7018277427133,102.7018277427133,
0.015390650369226933,-0.4396085739135742,44.5,-0.5519780591130258,0.375,48,0.5521105455417585,0.10372842382639647,-0.0035412476863712072,0.27174118161201477,0.11448280792683363,-0.06027207896113396,-0.16223741136491301,0.6830824017524719,0.033330198377370834,4.738683700561523,101.67518715544634,101.67518715544634,
0.015354328323155642,-0.5099143981933594,52.5,-0.7579193450510502,0.7499999999999999,56,0.5764602081681311,0.07341217622160912,-0.0026564213912934065,0.27699801325798035,0.1446671076118946,-0.07291984558105469,-0.21363818366080523,0.6000453233718872,0.051315002143383026,1.8225234746932983,68.83897418331117,68.83897418331117,
0.01530422770883888,-0.33818379044532776,60.5,-0.5083236843347549,0.375,64,0.5956679953034987,0.06588190700858831,-0.0024354304186999798,0.26414981484413147,0.0984894959256053,-0.05236639827489853,-0.10356897069141269,0.5877091288566589,0.02458907663822174,2.458484172821045,93.90725054350537,93.90725054350537,
0.01523582439403981,-0.8216195702552795,67.390625,-0.3970601111650467,0.25,72,0.6117803164076137,0.06460143998265266,-0.0023863438982516527,0.24039006233215332,0.05369002837687731,-0.030424796044826508,-0.06620663125067949,0.5873665809631348,0.5887389183044434,3.8812880516052246,60.28995490694376,60.28995490694376,0.0
0.015138344489969313,-0.008041949942708015,72.0625,0.11557742865988985,0.5,80,0.6251493907367524,0.0631635058671236,-0.0023483899421989918,0.23270414769649506,0.013396018126513809,-0.0018985047936439514,0.04102405095181894,0.5955299735069275,0.0001950524456333369,11.688820838928223,42.57041053224634,42.57041053224634,
0.01500377245247364,0.034223757684230804,80.0625,0.07435331284068525,0.875,88,0.6368140910419728,0.06392959784716368,-0.002369866007938981,0.21522167325019836,-0.005061328294686973,0.004359640181064606,0.01938446206622757,0.5877912640571594,0.00020404865790624171,8.886727333068848,38.423638851367485,38.423638851367485,
0.014803703059442341,-0.2978406548500061,88.0625,-0.020102747017517682,0.25,96,0.6469799771041759,0.06410866137593985,-0.002366994973272085,0.19360849261283875,-0.011251701274886727,0.006788782775402069,-0.004988357832189649,0.5865778923034668,0.5385640263557434,6.73553466796875,21.9986457756834,21.9986457756834,
0.014477665885351598,0.043413009494543076,96.0625,0.13094862597063184,0.5,104,0.6549775151736511,0.06397152319550514,-0.0023541462142020464,0.17604881525039673,-0.012360133463516831,0.007324971258640289,0.040069205686450005,0.9480528831481934,0.0005988380871713161,12.132170677185059,15.921790406726927,15.921790406726927,
0.013937163399532437,1.4968055486679077,104.0625,0.37343501835130155,0.7499999999999999,112,0.6627062878053483,0.06374720856547356,-0.002338804304599762,0.16418461501598358,-0.008910862554330379,0.0050160251557827,0.07964618317782879,1.3565988540649414,1.138529896736145,17.695741653442383,39.331835440602845,39.331835440602845,
0.013064174447208643,-0.022220982238650322,112.0625,0.17240262520499527,0.625,120,0.670976535924284,0.06366230081766844,-0.0022950908169150352,0.17957791686058044,0.009990930557250978,-0.003197763115167618,0.0855443705804646,2.438636541366577,0.0002659861056599766,24.564233779907227,55.581986957019126,55.581986957019126,
