Loss,PolicyLoss,ObjectEntropy,Step,TemplateEntropy,TemplateLoss,TotalStepsPerEpisode,ValueLoss,PolicyObjLoss,PolicyTemplateLoss,Advantage,ObjectLoss,Value,Valid,EntropyLoss,StepsPerSecond,EpisodeScore,ClippedGradNorm,UnclippedGradNorm
26.42209815979004,-0.17011316120624542,0.19684939831495285,8,0.1664909776300192,1.423193335533142,4.5,0.007875809445977211,-0.1313817547634244,-0.14623448904603722,-0.028229374438524246,1.6698713302612305,0.05948443524539471,0.0,-0.010899810120463371,0.4822184072039864,,,
32.418067932128906,0.7444775104522705,0.1957132164388895,16,0.16619233042001724,1.2796623706817627,8.390625,0.1727844476699829,0.49657436832785606,0.5664675012230873,0.11806197464466095,1.4735608100891113,-0.2276406567543745,0.0,-0.010856491513550282,0.7439952161772286,0.0,59.14900568686426,59.14900568686426
22.153017044067383,0.027757219970226288,0.19159628078341484,24,0.1652621552348137,0.7050122618675232,10.75,0.002749921288341284,0.08986791456118227,0.09871518611907958,0.00855916179716587,0.8453068733215332,-0.03968341671861708,0.0,-0.01071102637797594,0.8981793084625876,0.0,129.9445382580161,164.22864827141166
16.1671085357666,-0.10736867785453796,0.17850434593856335,32,0.1619893666356802,1.0272729396820068,12.0625,0.003997428342700005,-0.059819452464580536,-0.07350515760481358,-0.021586736664175987,1.1080037355422974,0.0311266859062016,0.0,-0.010178297758102417,0.9963994938008901,0.0,51.464393980568275,51.464393980568275
14.831014633178711,-0.15546634793281555,0.1417294628918171,40,0.14977560751140118,0.9428573846817017,11.1640625,0.010321956127882004,-0.11069104168564081,-0.13612899184226987,-0.03676190972328186,1.2208030223846436,0.06323317717760801,0.0,-0.00862706545740366,1.0721666687798288,0.0,50.55093609075993,50.55093609075993
13.87045669555664,-0.10829105228185654,0.08804250787943602,48,0.10574895609170197,0.5198380947113037,10.921875,0.00652356306090951,-0.05259647872298956,-0.08507002703845501,-0.02649262733757496,1.3570327758789062,0.05235887784510851,0.0,-0.005994119215756655,1.1242517823612515,0.0,55.60854235757142,55.60854235757142
14.604790687561035,-0.0037240684032440186,0.05838838638737798,56,0.06644197832792997,0.6684746146202087,7.84375,0.00032449644641019404,-0.00400565771269612,-0.0061121529433876285,-0.0029046619310975075,1.15529465675354,0.0052633960149250925,0.0,-0.0037919103633612394,1.176052499059107,0.0,50.34426736086607,50.34426736086607
8.079376220703125,0.060359932482242584,0.05022389441728592,64,0.06570012774318457,0.5311243534088135,5.250000000000001,0.004460271913558245,0.023747817846015096,0.03489046171307564,0.022889671847224236,0.4221651554107666,-0.03660145681351423,0.0,-0.0034253462217748165,1.2228883993172683,0.0,42.03341652220115,42.03341652220115
7.626492977142334,0.03017146699130535,0.042293363716453314,72,0.058624076656997204,0.5170382261276245,5.90625,0.0041160620748996735,0.020981316221877936,0.03644019830971956,0.0222574844956398,0.5986524820327759,-0.04075266048312187,0.0,-0.0030618885066360235,1.2612522576910346,0.0,33.00928621459752,33.00928621459752
6.294594764709473,0.01513897068798542,0.033193293027579784,80,0.06125413440167903,0.6111717820167542,5.5625,0.0011595857795327902,0.003723516609170474,0.014186523738317193,0.01011613942682743,0.11061796545982361,-0.01532311353366822,0.0,-0.002872887533158064,1.2919242880972397,0.0,62.19392731413245,62.19392731413245
6.600674152374268,-0.010733826085925102,0.02422988205216825,88,0.06362208724021912,0.5231102108955383,5.03125,0.0008064406574703753,-0.003031582004041411,-0.017185056698508564,-0.008189156651496887,0.4281178116798401,0.01827371492981911,0.0,-0.0026118983514606953,1.3206839696197434,0.0,44.56865820195526,44.56865820195526
6.6137590408325195,-0.015550757758319378,0.018870191182941195,96,0.05912124644964934,0.5065625905990601,5.90625,0.0017068266170099378,-0.005667141173034906,-0.025330630596727133,-0.011985501274466515,0.7095087766647339,0.02880430454388261,0.0,-0.0023755051661282778,1.3450870934584076,0.0,26.151455680141225,26.151455680141225
5.572973728179932,-0.01143265888094902,0.015199791756458582,104,0.06237637391313911,0.6060519814491272,5.5625,0.0013104963582009077,-0.004789811166119762,-0.019156146328896284,-0.01076673623174429,0.045498959720134735,0.019591568037867546,0.0,-0.0023341320920735598,1.3644295303063065,0.0,53.607126077171415,53.607126077171415
6.840380668640137,0.0015843369765207171,0.01284804823808372,112,0.06401763018220663,0.5177603363990784,5.03125,9.148053504759446e-05,0.00020762296523457735,0.0008870732199284248,0.001585034653544426,0.4731285572052002,-0.001214773626998067,0.0,-0.0023015157785266638,1.3836613528580326,0.0,37.84596185875125,37.84596185875125
6.850864887237549,0.005518049467355013,0.012501465040259063,120,0.06011195853352547,0.5013128519058228,5.90625,0.000983848818577826,0.0013874401429347927,0.015822928049601614,0.009397248737514019,0.7554044723510742,-0.017461684299632907,0.0,-0.0021958083380013704,1.400024772923445,0.0,19.469504622975364,19.469504622975364
