Step,EntropyLoss,StepsPerSecond,TotalStepsPerEpisode,ObjectLoss,PolicyObjLoss,ValueLoss,ObjectEntropy,TemplateLoss,PolicyTemplateLoss,TemplateEntropy,Advantage,PolicyLoss,Loss,Value,Valid,UnclippedGradNorm,ClippedGradNorm,EpisodeScore
224,-0.0018923319876194,0.8264959803204733,8.28125,0.08520795404911041,-0.06615152582526207,3.924837589263916,0.002958332246635109,0.7886617183685303,-0.374525292776525,0.06113798450678587,-0.27377647161483765,-0.6696785688400269,41.16156005859375,0.5392366610467434,0.875,159.2966892053446,97.0577307754429,1.0
232,-0.0017661717720329762,0.828049770771432,10.2109375,0.10585550218820572,-0.13681932393228635,1.5591715574264526,0.002740900468779728,0.722994327545166,-0.3845137918833643,0.05597768351435661,-0.3237474262714386,-0.4144173264503479,39.6568603515625,0.6512419506907463,0.875,215.28081189955265,84.91836143735236,1.0
240,-0.0016552003799006343,0.8302486699830773,12.882812499999998,0.08506447076797485,-0.04537222965154797,2.8953638076782227,0.0026471496385056525,0.7684485912322998,-0.3605922758579254,0.05563347600400447,-0.3323007822036743,-0.21384850144386292,35.39085006713867,0.6624985486268996,0.875,180.04218729948116,92.11956071616441,1.0
248,-0.0018559094751253724,0.8315448516303391,16.9765625,0.10098899155855179,0.008469955762848251,2.2931060791015625,0.0025782473385334015,0.9042227268218994,-0.26556966826319695,0.05591118661686778,0.5392293930053711,0.292069673538208,37.01213836669922,0.6484622210264207,1.0,251.29181380230148,89.61883151957954,1.0
256,-0.00194683694280684,0.8331734441597338,19.90625,0.09019824862480164,-0.0484796824894147,1.6442198753356934,0.002603380737127736,0.8011083602905273,-0.28370477724820375,0.06066576484590769,-0.25684815645217896,-0.18518352508544922,30.03055191040039,0.5762579143047333,0.875,104.93810943684366,104.93810943684366,1.0
264,-0.0019149089930579066,0.8343838068578924,21.203124999999996,0.09524203091859818,-0.06336203630780803,3.805131196975708,0.0026494834455661476,0.5978485345840454,-0.3057384360581636,0.06278380751609804,-0.2176167070865631,0.07059665024280548,30.782291412353516,0.5030151158571243,1.0,105.36172043778788,100.40091570268851,1.0
272,-0.0019583699759095907,0.8347406179010392,25.75,0.09038060903549194,-0.039020266849547625,1.290483832359314,0.0027112606621813033,0.6614465713500977,-0.03649165015667677,0.06186711648479104,-0.18893179297447205,-0.3667215406894684,27.960107803344727,0.3877650275826454,0.875,157.6193110451204,91.10483467542872,1.0
280,-0.0018554728012531996,0.8358875717896462,24.3203125,0.08607952296733856,0.004817383363842964,4.452042579650879,0.002850312797818333,0.5672870874404907,-0.1499299150891602,0.06405170634388924,-0.1787172108888626,-0.38558071851730347,30.23419761657715,0.35573628917336464,1.0,41.71504771870582,41.71504771870582,1.0
288,-0.0021136344876140356,0.8358093633298069,24.3515625,0.09158627688884735,0.05851379968225956,1.5119068622589111,0.003062334028072655,0.7861419916152954,0.023260157089680433,0.06188741233199835,-0.09838128089904785,-0.07132309675216675,28.686161041259766,0.28075241670012474,1.0,56.77588271790228,56.77588271790228,1.0
296,-0.002148684114217758,0.8357089159182597,27.40625,0.09726407378911972,0.00805739313364029,1.3693218231201172,0.0033003036223817617,0.8877631425857544,0.028910973109304905,0.061323767993599176,-0.12113803625106812,0.04888758063316345,28.706684112548828,0.27892628498375416,1.0,88.35782474004372,88.35782474004372,1.0
304,-0.0020431866869330406,0.8362886934385725,23.0546875,0.10654637217521667,0.10060451040044427,2.7549521923065186,0.003472763171885162,0.8394695520401001,0.015390404965728521,0.06456348206847906,-0.10366427898406982,0.1109422892332077,30.503652572631836,0.29542316496372223,1.0,86.82747994570991,86.82747994570991,1.0
312,-0.0019875913858413696,0.8369744099062475,17.703125,0.10214740037918091,0.011447127675637603,1.3536583185195923,0.0036407611332833763,0.9015889763832092,-0.07526210881769657,0.0661055687814951,-0.14497309923171997,-0.1989416778087616,25.22549819946289,0.33669035509228706,0.875,97.2490273271942,96.72330196406938,1.0
320,-0.0020532943308353424,0.8373295633908148,10.8671875,0.10310108214616776,-0.03326816717162728,3.5194976329803467,0.0037321944255381823,0.8053144812583923,-0.0988268256187439,0.061638582497835166,-0.06774583458900452,0.06201358139514923,32.3338737487793,0.37935107201337814,1.0,62.21160086335931,62.21160086335931,1.0
328,-0.0018800577381625772,0.8384244879863275,12.1640625,0.09355051815509796,-0.09730453044176102,2.0241973400115967,0.0037600299692712724,0.7244680523872375,-0.10640075546689332,0.06615359941497445,-0.08598342537879944,-0.0005183238536119461,26.764057159423828,0.41355206444859505,0.875,77.21022364364808,77.21022364364808,1.0
336,-0.0020245814230293036,0.8393224658251501,12.8515625,0.0914788767695427,-0.06388909742236137,2.960371255874634,0.003763007232919335,0.7708965539932251,-0.3081070575863123,0.0675910571590066,-0.13415175676345825,-0.3228720724582672,26.50649070739746,0.505800299346447,0.875,27.172310260028098,27.172310260028098,1.0
344,-0.002207401907071471,0.839564117016266,13.3828125,0.09450895339250565,-0.007497673854231837,0.9774925708770752,0.003758852311875671,0.8905296921730042,-0.09238388435915112,0.06391858076676726,-0.17536257207393646,-0.2525681257247925,25.904661178588867,0.41263841837644577,1.0,160.9411925815366,79.26872781665588,1.0
352,-0.0021037107799202204,0.8409078990225518,16.4453125,0.07787449657917023,-0.059568467433564365,1.3784193992614746,0.003709804150275886,0.8155519366264343,-0.18863455392420292,0.07281903270632027,-0.14845412969589233,-0.23066918551921844,18.39190673828125,0.42445526272058487,0.875,43.63153976064859,43.63153976064859,1.0
360,-0.0020908196456730366,0.8413403070076129,16.046875,0.08166889101266861,-0.03285960934590548,1.435046672821045,0.0036264300579205155,0.7249510884284973,-0.1828770637512207,0.06606670096516608,-0.18503987789154053,-0.11646373569965363,34.986942291259766,0.4552967809140682,1.0,85.23175753629039,85.23175753629039,1.0
368,-0.002110204892233014,0.8420425911013427,16.375,0.0925147607922554,-0.02343015628866852,1.1796385049819946,0.0035406733804848045,0.8388895988464355,-0.026113155065104362,0.06527738040313125,-0.15936611592769623,-0.29965418577194214,22.753366470336914,0.42569030076265335,1.0,56.154948849231005,56.154948849231005,1.0
376,-0.002152303233742714,0.8427086935101847,19.171874999999996,0.06976431608200073,0.008337123086676002,0.9129982590675354,0.003462323918938637,0.7604230642318726,-0.09008744591847062,0.06903756968677044,-0.16092795133590698,-0.17060813307762146,27.116397857666016,0.3970124274492264,1.0,95.22851339389672,84.59734306293831,1.0
384,-0.0021857323590666056,0.84350228289998,21.4609375,0.06985212117433548,-0.009619486052542904,3.428013324737549,0.0033690170967020094,0.8232272863388062,-0.2281855996698141,0.06494098855182528,-0.20126909017562866,0.01769895851612091,28.780122756958008,0.4921478219330311,1.0,71.62216900213753,71.62216900213753,1.0
392,-0.0021396372467279434,0.8442705583678044,24.8125,0.08935125172138214,-0.033980788954067975,1.202659249305725,0.003293118235887959,0.8334567546844482,-0.3361646253615618,0.062315960414707654,-0.19935905933380127,-0.2554553151130676,26.535503387451172,0.565491583198309,1.0,101.4574284762275,101.4574284762275,1.0
400,-0.001976944738999009,0.8451725370972127,29.2265625,0.09975757449865341,-0.00952882831916213,1.7793912887573242,0.003226167231332511,0.8090192079544067,-0.20332410489208996,0.06462213955819607,-0.14532822370529175,-0.1886882185935974,21.826753616333008,0.41936981678009033,1.0,149.90637435319513,98.12878939623624,1.0
408,-0.0019915434531867504,0.846082567617638,30.3046875,0.08641482889652252,0.14231730496976525,2.0414490699768066,0.00314549429458566,0.7836171984672546,0.18172888364642859,0.06349733332172036,0.10035154223442078,0.18604686856269836,28.883007049560547,0.2120863702148199,1.0,100.42691256719263,100.42691256719263,0.8571428571428572
416,-0.0019351387163624167,0.8468307393608918,27.6796875,0.08582131564617157,0.01432682340964675,2.2661197185516357,0.003070496313739568,0.7427575588226318,-0.09691976243630052,0.060439459048211575,-0.03180139511823654,-0.2157599776983261,25.858543395996094,0.2848223075270653,1.0,231.43563280306626,95.08771015353159,0.8333333333333334
424,-0.0019670487381517887,0.8477756233571457,29.742187500000004,0.09721238166093826,0.03100534133136534,1.558938980102539,0.0030267586407717317,0.773456335067749,-0.04874444496817887,0.06541230715811253,0.03512817993760109,0.20536746084690094,18.632844924926758,0.24582436308264732,1.0,79.27487103389285,79.27487103389285,1.0
432,-0.0017775166779756546,0.8485062493929225,29.8828125,0.0852433517575264,0.028991364408284422,1.9962588548660278,0.0029898493958171457,0.6401568651199341,-0.08473225636407733,0.05754152173176408,0.0031467974185943604,0.1308554708957672,19.130250930786133,0.31631081551313395,0.875,65.88132632588167,65.88132632588167,0.8
440,-0.0018845864105969667,0.8489807727557597,32.5,0.09033212810754776,-0.046204574464354664,0.6748930215835571,0.002963730104966089,0.724474310874939,-0.1272834804840386,0.06390769360587001,-0.04962467402219772,-0.16250579059123993,15.978778839111328,0.37051041424274445,1.0,50.56667375729012,50.56667375729012,1.0
448,-0.0021307768765836954,0.8493698088300167,33.640625,0.09361530840396881,-0.012546750891488045,2.3717572689056396,0.0029474143811967224,0.8450703620910645,-0.12048902711831033,0.06111234240233898,-0.06088372692465782,-0.35386422276496887,19.73820686340332,0.44767096638679504,1.0,39.18406230739856,39.18406230739856,0.8333333333333334
456,-0.0017491693142801523,0.8503092843953681,28.171875,0.08569106459617615,-0.0035723964974749833,1.5088640451431274,0.0029716502758674324,0.6187335252761841,-0.16929217008873823,0.06270354986190797,-0.06705418974161148,-0.2677674889564514,24.66599464416504,0.5317602641880512,0.875,63.41222752783142,63.41222752783142,0.8888888888888888
464,-0.0021063683088868856,0.851002494226073,31.039062499999996,0.08726803958415985,-0.13938962249085307,2.378722667694092,0.002968528715427965,0.8787528276443481,-0.2800827817991376,0.0619443915784359,-0.16860826313495636,-0.6002718806266785,18.28999137878418,0.5889830067753793,0.875,112.53516304812001,78.7524463145055,0.8333333333333333
472,-0.0018895941320806742,0.8513985839337255,26.328125,0.10443583875894547,0.0044377867598086596,1.5651322603225708,0.00299029762391001,0.8091309070587158,-0.11134652141481638,0.05804975936189294,-0.06754913926124573,-0.21870851516723633,24.06366539001465,0.6086594834923744,1.0,234.8551466371173,77.32731920877268,1.0
480,-0.001945546711795032,0.8518970627090667,25.65625,0.08506420254707336,-0.02502709899272304,2.537886619567871,0.003031553962500766,0.7421419620513916,-0.29291462944820523,0.05962344026193023,-0.09082168340682983,-0.5158808827400208,27.691356658935547,0.5270730443298817,0.875,60.9602731986306,60.9602731986306,0.8571428571428572
488,-0.0018141667824238539,0.852175898231325,25.3828125,0.09551481157541275,0.035719295832677744,3.968771457672119,0.003080624883295968,0.6984755992889404,-0.049418807961046696,0.06192917050793767,0.07249580323696136,0.15938875079154968,23.812917709350586,0.4907931461930275,0.875,166.5898405940643,87.04161978231878,0.875
496,-0.0017864892724901438,0.8526840412624825,21.953125,0.07771669328212738,-0.009768857853487134,1.4998068809509277,0.0031362938461825256,0.7740259766578674,-0.12987759872339666,0.05794671643525362,-0.0749843418598175,-0.2777171730995178,21.558393478393555,0.5134194195270538,1.0,65.73169206327657,65.73169206327657,0.8888888888888888
504,-0.0018795006908476353,0.8525767292913806,21.4296875,0.062942273914814,0.032311527349520475,1.7012091875076294,0.0031965597881935537,0.7436434626579285,-0.23735754983499643,0.05757596995681524,0.02433997392654419,0.051747675985097885,25.87227439880371,0.4909885562956333,0.875,44.76746079274926,44.76746079274926,1.0
512,-0.001591539359651506,0.8528430149813682,22.046875,0.07409601658582687,0.07405985379591584,2.785398483276367,0.00326926214620471,0.7980002760887146,-0.027779812924563885,0.048277771566063166,0.099967360496521,0.17596212029457092,26.029111862182617,0.41166824847459793,0.875,68.31790594048653,68.31790594048653,0.7142857142857143
520,-0.0018161209300160408,0.8536817237097305,15.976562500000002,0.06750839948654175,-0.04457452666247263,2.5032455921173096,0.003342644893564284,0.7673483490943909,-0.20938927587121725,0.06232991814613342,0.07039815187454224,-0.17038708925247192,23.792871475219727,0.5619732104241848,0.875,162.39348098909613,100.60897251021015,1.0
528,-0.002130066277459264,0.8537844529021865,15.71875,0.07679706811904907,-0.05571606266312301,1.836941123008728,0.0033302910160273314,1.0131921768188477,-0.2545857150107622,0.058723601046949625,0.12216219305992126,-0.16528397798538208,25.843027114868164,0.6681665033102036,1.0,76.65918469383905,76.65918469383905,1.0
536,-0.001902644638903439,0.8542949314929545,17.8984375,0.06520199775695801,-0.06251963131944649,2.9346609115600586,0.003350261162267998,0.7926779985427856,-0.212136163841933,0.06421435391530395,0.17308461666107178,-0.03735026344656944,33.87925720214844,0.6673852317035197,0.875,74.14551107563602,74.14551107563602,1.0
544,-0.0021261584479361773,0.8549048483197237,15.9140625,0.0877380222082138,-0.09415135334711522,0.8597908020019531,0.0032514425984118134,0.9827899932861328,-0.29817335586994886,0.06510354299098253,-0.1830609142780304,-0.1043560728430748,24.759862899780273,0.6846049576997757,0.875,104.11425175827753,81.98417590917961,1.0
552,-0.0021313829347491264,0.8552703743853749,18.28125,0.07366957515478134,-0.028358402487356216,2.389214038848877,0.003300821670563891,0.8777990341186523,-0.2029691431671381,0.0671007838100195,-0.19325265288352966,-0.29901283979415894,32.90426254272461,0.6221195459365846,0.875,113.94668375282345,96.52268703355367,1.0
560,-0.001987911993637681,0.8556750718646622,15.4609375,0.06411167234182358,-0.024085442884825174,2.0841455459594727,0.0032353363931179047,0.8241115808486938,-0.05044307932257652,0.06465808674693108,0.08170586824417114,-0.15558554232120514,29.411834716796875,0.5918249934911728,0.875,46.716650415826734,46.716650415826734,1.0
568,-0.0017468780279159546,0.8557612229685675,8.5078125,0.0911547839641571,0.03015152146690525,3.6065495014190674,0.003226267988793552,0.884001612663269,-0.011246234178543087,0.06108074868097901,0.40878432989120483,-0.24126538634300232,34.5576057434082,0.5721971392631531,1.0,185.8546981222462,73.79643019154537,1.0
576,-0.0018000697018578649,0.8561535350634992,8.375,0.06272272020578384,0.030308658169815324,2.485736131668091,0.003175081219524145,0.8348754644393921,-0.004213841632008546,0.061466128565371037,0.08313393592834473,-0.3126560151576996,32.597381591796875,0.5605276599526405,0.875,260.12937052904454,74.6225497348587,1.0
584,-0.0021764212287962437,0.8563187609041962,7.03125,0.0678679347038269,0.0216405749815749,1.5890980958938599,0.0031128647387959067,1.003311276435852,0.02135798940435052,0.058749386109411716,0.08318597078323364,0.15527334809303284,30.090187072753906,0.6047370694577694,1.0,270.8822371270726,74.98908573210247,1.0
592,-0.002007706556469202,0.8565362679570435,5.640625,0.06254661083221436,0.010030850389739498,1.8721990585327148,0.0030823040287941694,1.1042224168777466,0.015272498130798338,0.06192004168406129,0.08175584673881531,0.08264121413230896,27.308582305908203,0.6540181785821916,0.875,352.6842918764414,73.91668238936927,1.0
600,-0.0021734253969043493,0.8571643430879557,5.4375,0.08053655177354813,-0.11053441138938068,1.2746423482894897,0.0029925362323410813,1.1225965023040771,-0.11093546729534864,0.06097422214224934,0.07591038942337036,0.013973809778690338,23.701757431030273,0.7832438945770264,1.0,285.513988599967,76.14639177146455,1.0
608,-0.0017885341076180339,0.8573167532422886,5.2578125,0.07132723182439804,-0.014240919466828926,1.2153960466384888,0.0029621545691043147,0.8097041845321655,-0.27272012270987034,0.0614927033893764,0.06220591068267822,-0.0966799408197403,26.702322006225586,0.9623790308833122,0.875,105.44819859729614,93.58779700994637,1.0
616,-0.002107093809172511,0.8574421840298491,4.8984375,0.0731569305062294,-0.051664312137290835,3.2476868629455566,0.002810620266245678,0.9279963970184326,-0.39558356627821933,0.06378828641027212,0.007814168930053711,-0.2308874875307083,39.15559768676758,1.1221687644720078,0.875,276.6304488587584,66.79327314837269,1.0
624,-0.002084829844534397,0.8578963736447099,6.1171875,0.08568805456161499,-0.05305874269106425,2.5005784034729004,0.002652738156029954,0.7294279336929321,-0.31879776204004884,0.06977869290858507,-0.15864431858062744,-0.30582812428474426,35.346153259277344,1.0222897231578827,0.875,555.1809750631073,65.9103831645707,1.0
632,-0.0020071654580533504,0.858255837056981,6.0390625,0.07729347795248032,-0.037522761173022445,8.09774112701416,0.0027385021385271102,0.6459333896636963,-0.7216512896120547,0.06901243701577187,-0.6709367036819458,-0.6593614816665649,64.87059020996094,1.2259318977594376,0.875,552.4363391668085,66.0492422100715,1.0
640,-0.0020203921012580395,0.8580994930702622,8.515625,0.08671429753303528,-0.1396701113699237,4.67225456237793,0.002759760187473148,0.617763102054596,-0.9654680266976355,0.0650446405634284,-0.5744452476501465,-0.8385213017463684,95.26283264160156,1.2208969146013255,1.0,1367.1951901414432,66.47692480342539,1.0
648,-0.0020915712229907513,0.8579205580022353,12.8515625,0.0800299346446991,-0.048439031408634044,4.680229187011719,0.002703568839933723,0.7209747433662415,-0.7133569940924644,0.06448885705322029,-0.4765794277191162,-0.4906889796257019,64.79987335205078,1.068986564874649,0.875,1768.2585242932837,67.65843199832852,1.0
656,-0.0019668431486934423,0.857660958577664,16.0703125,0.08198036998510361,-0.08480065630283207,2.6054201126098633,0.002751965745119378,0.5676205158233643,-0.5439169947057962,0.06430243887007236,-0.2912473976612091,-0.3072599470615387,59.63642883300781,0.9580395966768265,1.0,1334.5655710302235,70.36349997028447,1.0
664,-0.002051396295428276,0.857950236169112,16.9453125,0.0794578269124031,-0.03566626299289055,4.538503170013428,0.0025759511336218566,0.6794398427009583,-0.3628055853769183,0.06466933898627758,-0.5357827544212341,-0.5923657417297363,46.65520095825195,0.7984181642532348,1.0,940.9116203851154,69.65020430623008,1.0
672,-0.002049065660685301,0.8578927651995325,16.28125,0.06758973002433777,-0.009610369131223706,4.395424842834473,0.0026039533549919724,0.6684099435806274,-0.2651995001360774,0.06507112085819244,-0.4526939392089844,-0.3816939890384674,40.76625442504883,0.7542298957705498,1.0,682.1738918229385,74.42438600585592,1.0
680,-0.001981346635147929,0.8575750909217499,15.046875,0.06972060352563858,-0.016632806036795955,3.1647658348083496,0.0024370284518226977,0.5215147733688354,-0.14987429068423808,0.06446926202625036,-0.2924848794937134,-0.13288192451000214,36.42858123779297,0.6100105196237564,1.0,475.0994628187982,72.83715655017568,1.0
688,-0.0019644866697490215,0.8575448470281529,12.4609375,0.06463662534952164,0.010673358163330704,2.6537513732910156,0.0024047624901868403,0.802055835723877,-0.05290189478546381,0.06325319083407521,-0.17148429155349731,-0.23548202216625214,39.71745300292969,0.49482541531324387,0.875,200.24610585608207,79.83092432645117,1.0
696,-0.001776694436557591,0.8576392581204365,8.3359375,0.07180996239185333,0.023262972827069465,2.8551712036132812,0.002353822608711198,0.7832496166229248,0.13498074933886528,0.0582963521592319,-0.07405868172645569,-0.2493172585964203,50.55290985107422,0.4520426243543625,1.0,147.32131605048198,91.82388591183371,1.0
704,-0.0015722328098490834,0.8581501650809332,4.328125,0.07604092359542847,0.03860416094539688,4.418215274810791,0.0023990346817299724,0.9700511693954468,0.23249347135424617,0.05139904422685504,0.6916897296905518,-0.06894127279520035,64.1348876953125,0.44791938364505773,0.875,463.59669491527166,74.75381998397006,1.0
712,-0.0014760404592379928,0.8583821475354492,3.9843749999999996,0.06506867706775665,0.026051005232147872,2.7379183769226074,0.0023840740614105016,1.0525312423706055,0.09665972460061312,0.04638650640845299,-0.1257515251636505,-0.06503133475780487,53.96232604980469,0.45540270954370493,0.875,682.8281005038225,72.38497755521985,1.0
720,-0.0011763517977669835,0.8587037652490443,3.890625,0.07574023306369781,-0.03791363979689777,3.264366865158081,0.002355188742512837,1.2083021402359009,0.07280607894062996,0.04267802834510803,0.6705707311630249,-0.17536507546901703,58.90977478027344,0.5113607160747051,0.875,600.5322222828399,76.57579678062484,1.0
