TemplateLoss,Valid,EntropyLoss,ValueLoss,PolicyObjLoss,Step,ObjectLoss,StepsPerSecond,PolicyTemplateLoss,TemplateEntropy,Loss,Value,PolicyLoss,ObjectEntropy,Advantage,TotalStepsPerEpisode,ClippedGradNorm,EpisodeScore,UnclippedGradNorm
1.5539538860321045,0.0,-0.010908301919698715,0.02129770629107952,-0.2212420403957367,8,2.1566531658172607,0.4765314817249888,-0.23645510151982307,0.16652454063296318,27.154956817626953,0.0954513717442751,-0.26059359312057495,0.1970973014831543,-0.0518110953271389,4.5,,,
1.4712305068969727,0.0,-0.010875822976231575,0.11734320223331451,0.42912834510207176,16,2.000119924545288,0.7180681787905542,0.486321497708559,0.16607310995459557,33.638763427734375,-0.19783214665949345,0.5679437518119812,0.19651851430535316,0.1170223280787468,7.343750000000001,74.09301386773586,0.0,74.09301386773586
0.6331838369369507,0.0,-0.010764053091406822,0.0018500617006793618,0.08381964708678424,24,0.934891939163208,0.8722093464023088,0.08772435819264501,0.1647549383342266,24.319175720214844,-0.03576473239809275,-0.012425578199326992,0.19333031587302685,-0.001979369670152664,10.1875,132.53084994107485,0.0,143.0911612175405
1.121211290359497,0.0,-0.010181327350437641,0.0027001143898814917,-0.062035654205828905,32,1.2651951313018799,0.9572109478886595,-0.06825136533007026,0.1582674104720354,17.754627227783203,0.02927641966380179,-0.08903022110462189,0.1817188411951065,-0.017328476533293724,9.4375,60.45873480197042,0.0,60.45873480197042
0.7532110214233398,0.0,-0.008517339825630188,0.005037549417465925,-0.08092027739621699,40,1.3732764720916748,1.0023894405328904,-0.09539803210645914,0.1369969230145216,13.164979934692383,0.045663750264793634,-0.11047107726335526,0.14704460464417937,-0.02323986403644085,13.0546875,69.33400716353208,0.0,69.33400716353208
0.587192952632904,0.0,-0.005433540791273117,0.0021774861961603165,-0.02881301543675363,48,3.2424843311309814,1.0245374329583399,-0.031129397684708238,0.08793804515153172,17.999271392822266,0.024593272479251027,-0.03536348417401314,0.08627473749220371,-0.016387585550546646,17.15625,59.142831892706454,0.0,59.142831892706454
0.46624594926834106,0.75,-0.003797784447669983,0.0031309551559388638,0.01373708073515445,56,1.9694995880126953,1.0313638359907156,0.027165713952854276,0.06887148600071669,24.416032791137695,-0.02409083442762494,0.045686449855566025,0.060178985353559256,0.016959991306066513,22.71875,54.67740195989609,0.0,54.67740195989609
0.4806264042854309,0.875,-0.003736200975254178,0.0013738488778471947,0.006086531644541537,64,2.976120948791504,1.0226225974543184,0.007838785066269338,0.05509714735671878,25.237258911132812,-0.009938332776073366,0.0139189213514328,0.070064976811409,0.00966770201921463,29.359375,109.90059481561184,0.0,111.7077137697488
0.49344533681869507,0.6250000000000002,-0.004178048577159643,0.0008343806839548051,-0.013241902983281763,72,2.4424664974212646,1.0172745469628326,-0.007072952459566295,0.04634941183030605,24.600677490234375,0.010108389891684055,-0.021814849227666855,0.09355220757424831,-0.008758718147873878,37.0,96.92413893248886,,101.56399129796773
0.4443656802177429,0.5,-0.005077590700238943,0.0012362347915768623,-0.022823615348897874,80,1.6051826477050781,1.0154092497792222,-0.014319899317342788,0.046142992563545704,16.351680755615234,0.02245440543629229,-0.018752556294202805,0.12197701167315245,-0.010674189776182175,43.453125,101.37644833093509,0.0,101.74184028431773
0.6949506402015686,0.375,-0.005734509322792292,0.0010504309320822358,-0.04907147120684385,88,1.1265887022018433,1.017500205368404,-0.02008065953850746,0.04661964392289519,15.165837287902832,0.02562597929500043,-0.02624863013625145,0.14483806118369102,-0.010279621928930283,48.6484375,53.94894589507021,0.0,53.94894589507021
0.6985160112380981,0.5,-0.006266096141189337,0.001463534077629447,-0.048394096782431006,96,1.2962000370025635,1.0186329965751433,-0.019447037833742797,0.05230100080370903,14.71778678894043,0.02534984447993338,-0.03803245350718498,0.15999134071171284,-0.013398591428995132,54.40625,37.99426283547655,0.0,37.99426283547655
0.625737190246582,0.375,-0.006792029365897179,0.001249004970304668,-0.03202328924089671,104,1.0252095460891724,1.0293798766138198,-0.015254813595674932,0.057792676612734795,14.119253158569336,0.018082918715663254,-0.03458205237984657,0.16989936493337152,-0.00974275916814804,59.90625,27.117603634484112,0.0,27.117603634484112
